Row.names	X1	X2	cluster	uncertainty	1	2	3	4	5	6	group	set	method	cutoff	ontology	ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	depth	ic	partition	level3	loci	rank	term_fil	clusterrank
small molecule metabolic process	-0.244144799874688	-0.144019758400517	2	5.82105474933314e-11	5.82106102135338e-11	0.999999999941789	4.78717189237671e-52	3.01769956219426e-66	0	2.8335023617282e-53	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044281	40819	2558	3682	510	6892	893	1	false	7.55983738290468e-39	4.97689294374558e-37	0	4	2.78611857447203	biological_process	single-organism process	P04670,P37228,O04104,P24099,O82560,Q42806,Q39839	4		7
symbiosis, encompassing mutualism through parasitism	0.198756367694598	-0.0657270700342902	3	0.188312375142767	1.88591471379442e-96	1.8695495120979e-13	0.811687624857233	4.62127977926902e-42	0	0.18831237514258	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044403	40819	41	3682	21	47	21	1	false	0.0214415305954144	0.0772286132388027	9.31309151518679e-08	3	3.49252022183392	biological_process	interspecies interaction between organisms	P08960,P08995,P04670,P04671,P04672,P16313,P08863,P04144,P04145,P02236,P02235	2		5
transition metal ion transport	0.423972565307575	-0.372397660079852	6	0.000563627032432956	0	1.3822917659099e-65	3.98906127586365e-18	2.82145300870382e-142	0.000563627032432924	0.999436372967567	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0000041	40819	246	3682	28	643	51	1	false	0.0089260576449911	0.0370269952484753	5.01465653062201e-185	7	5.80498542342768	biological_process	establishment of localization	Q948P5,Q948P6,P16313,P19976	16		9
translation	-0.303429163511462	0.00266450311981792	1	0.00687187571410919	0.993128124285891	0.00687187571410928	4.88812407309142e-51	4.94638020853372e-57	0	4.52718752665814e-44	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006412	40819	1180	3682	415	12463	1193	7	false	1.97156347574518e-148	1.16815135937902e-145	0	25	4.96684793243914	biological_process	organic substance metabolic process	P50346,Q39836,O22518	8		16
translational elongation	-0.25775629627435	0.000987055714629966	1	0.0154507206750536	0.984549279324946	0.0154507206750537	9.84308454798571e-43	3.86403523053172e-52	0	1.37320359715078e-36	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006414	40819	1180	3682	415	6000	617	2	false	8.71667152910359e-169	1.54938836429816e-165	0	26	7.01607569552248	biological_process	organic substance metabolic process	P50346,Q39836,O22518	10		54
translational initiation	-0.267242632216036	0.0013571860948323	1	0.0101692887556167	0.989830711244383	0.0101692887556167	1.60170506646581e-44	3.10170271420853e-53	0	3.3130387691291e-38	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006413	40819	1180	3682	415	17998	1855	3	false	2.98637314879756e-128	9.65141503997757e-126	0	26	6.57935804391021	biological_process	cellular process	P50346,Q39836,O22518	36		47
translational termination	-0.0554016851608359	0.314617109871489	6	2.97564639595294e-10	3.33705532742537e-41	2.9756414078683e-10	3.17958509105245e-16	3.06731645239992e-16	0	0.999999999702435	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006415	40819	1180	3682	415	1245	422	2	false	1.1285621074794e-05	9.66756214961272e-05	2.9427650915177e-110	36	8.35585004100747	biological_process	cellular component organization or biogenesis	P50346,Q39836,O22518	20		13
transport	0.455998304198508	-0.42933162480795	5	0.112735834868844	0	5.74249469499542e-80	3.7624495819003e-25	1.94752362172478e-168	0.887264165131156	0.112735834868844	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006810	40819	4864	3682	742	4924	745	1	false	0.0134943761472242	0.0526014333370416	3.45015013451304e-140	3	2.3948447013842	biological_process	establishment of localization	P08995,Q43463,Q948P5,Q948P6,P16313,P19976,P02236,P02235	1	transport	2
tricarboxylic acid cycle	-0.108369908195778	-0.0277276113112486	2	5.06605868366705e-11	5.0660681168998e-11	0.999999999949339	1.16581014027682e-19	2.08590083807301e-40	0	6.76146803362671e-17	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006099	40819	90	3682	48	18201	1854	3	false	1.60274631906517e-24	6.26127820250183e-23	7.22909184588401e-246	20	10.0605981332459	biological_process	cellular process	P37228	48		55
tricarboxylic acid metabolic process	-0.131350137461457	-0.0262301565643943	2	2.69356618121108e-08	2.69356618783819e-08	0.999999973064338	7.41297163951849e-23	5.13565150843411e-42	0	9.25019660598659e-20	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0072350	40819	101	3682	49	1481	335	1	false	2.50552285698205e-09	3.92384746985515e-08	1.83581564639928e-159	12	7.22738478918968	biological_process	cellular process	P37228	42		49
urate catabolic process	-0.157230091686521	-0.0277672316700396	2	7.45529600187922e-06	7.45529600204191e-06	0.999992544703998	8.29962404261782e-27	2.69979030412076e-44	0	1.8631600742208e-23	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0019628	40819	5	3682	4	379	67	3	false	0.00392047885668444	0.018314007238907	1.57575891687193e-11	29	10.7537453138058	biological_process	single-organism process	P04670,O04104	6		56
urate metabolic process	-0.162527161043001	-0.0171001187277511	2	0.000101792494970554	0.000101792494970555	0.999898207505029	6.19156394450931e-27	1.55737551194698e-43	0	4.41537731453258e-23	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0046415	40819	5	3682	4	1852	430	2	false	0.0117241205160103	0.0468306162184456	5.53762112240144e-15	17	9.65513302513773	biological_process	cellular process	P04670,O04104	46		53
