"group"	"set"	"method"	"cutoff"	"ontology"	"ID"	"Pop.total"	"Pop.term"	"Study.total"	"Study.term"	"Pop.family"	"Study.family"	"nparents"	"is.trivial"	"p"	"p.adjusted"	"p.min"	"depth"	"ic"	"partition"	"level3"	"name"	"loci"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0071704"	40819	19176	3682	1940	22147	2186	1	"false"	0.000815460415033375	0.00463833884070984	0	2	1.51773719508108	"biological_process"	"NA"	"organic substance metabolic process"	"Q00423,P04670,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0071705"	40819	1784	3682	363	4864	742	1	"false"	8.26949167842804e-14	1.79256359248852e-12	0	4	3.36541745422874	"biological_process"	"establishment of localization"	"nitrogen compound transport"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0071822"	40819	1744	3682	482	2200	574	1	"false"	0.000619929819363247	0.00367308417972724	0	5	4.70165614488143	"biological_process"	"cellular component organization or biogenesis"	"protein complex subunit organization"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0071826"	40819	1331	3682	457	2200	574	1	"false"	2.114719578246e-29	1.02983946584446e-27	0	5	6.50525007175649	"biological_process"	"cellular component organization or biogenesis"	"ribonucleoprotein complex subunit organization"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0071840"	40819	5774	3682	975	29947	3141	1	"false"	5.71072128602702e-63	7.51911635993558e-61	0	1	2.52797451445711	"biological_process"	"NA"	"cellular component organization or biogenesis"	"Q00423,P0CG89,P50346,Q10370,Q39821,Q39828,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0071944"	40819	5843	3682	797	21376	2656	1	"false"	0.000565921855549354	0.00337559093368784	0	3	4.25697032361998	"cellular_component"	"cell part"	"cell periphery"	"Q43463,P0CG89,Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0072350"	40819	101	3682	49	1481	335	1	"false"	2.50552285698205e-09	3.92384746985515e-08	1.83581564639928e-159	12	7.22738478918968	"biological_process"	"cellular process"	"tricarboxylic acid metabolic process"	"P37228"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0072521"	40819	492	3682	167	16277	1627	5	"false"	3.31236266653662e-49	3.18255385933451e-47	0	11	4.91601486663991	"biological_process"	"cellular process"	"purine-containing compound metabolic process"	"P04670,O04104,Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0072522"	40819	273	3682	88	7295	891	6	"false"	4.99058680148089e-19	1.50352000671734e-17	0	20	5.92543157650354	"biological_process"	"biosynthetic process"	"purine-containing compound biosynthetic process"	"Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0072524"	40819	253	3682	81	16216	1626	4	"false"	2.9674682740554e-22	1.00469997278733e-20	0	10	5.78393201422984	"biological_process"	"nitrogen compound metabolic process"	"pyridine-containing compound metabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0090407"	40819	578	3682	117	8424	1027	2	"false"	7.38726682261479e-09	1.08072977590105e-07	0	9	4.8057103246252	"biological_process"	"cellular process"	"organophosphate biosynthetic process"	"Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0097159"	40819	13819	3682	1608	20298	2101	1	"false"	1.4726967875991e-19	4.51330782751275e-18	0	2	4.37192929639975	"molecular_function"	"NA"	"organic cyclic compound binding"	"Q00423,Q43463,P0CG89,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39839,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0097367"	40819	5727	3682	885	20298	2101	1	"false"	1.53934424130949e-47	1.36809219446381e-45	0	2	5.97462182069432	"molecular_function"	"NA"	"carbohydrate derivative binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0097577"	40819	38	3682	14	71	16	2	"false"	0.00176110970147626	0.00914432803590654	5.34001863225342e-21	26	9.65513302513773	"biological_process"	"biological regulation"	"sequestering of iron ion"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0097708"	40819	563	3682	139	15053	1976	2	"false"	2.87166527237704e-14	6.42061009012602e-13	0	9	5.06001317500315	"cellular_component"	"membrane-bounded organelle"	"intracellular vesicle"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0098655"	40819	987	3682	187	1760	255	2	"false"	6.74534311688941e-10	1.13111767832745e-08	0	8	4.12042688052547	"biological_process"	"establishment of localization"	"cation transmembrane transport"	"P16313"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0098660"	40819	977	3682	181	1477	233	1	"false"	2.18588060353788e-05	0.000180297112426385	0	7	4.38555812745535	"biological_process"	"establishment of localization"	"inorganic ion transmembrane transport"	"P16313"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0098662"	40819	878	3682	176	1086	192	2	"false"	5.37681376805131e-06	5.04618361180653e-05	1.4005681666451e-229	10	4.59464992531391	"biological_process"	"establishment of localization"	"inorganic cation transmembrane transport"	"P16313"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0098805"	40819	747	3682	161	14950	1510	1	"false"	1.61440724542266e-21	5.31409051618291e-20	0	2	5.39245314809642	"cellular_component"	"NA"	"whole membrane"	"P08960,P08995,Q43463,P0CG89,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0098827"	40819	508	3682	131	1302	244	2	"false"	1.82485956131529e-07	2.1926876541974e-06	0	17	6.51963880920859	"cellular_component"	"organelle part"	"endoplasmic reticulum subcompartment"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901135"	40819	1152	3682	228	19176	1940	1	"false"	2.03549808883142e-24	7.78085559762977e-23	0	3	3.78207670908006	"biological_process"	"organic substance metabolic process"	"carbohydrate derivative metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901137"	40819	716	3682	130	8372	1037	2	"false"	1.9950990275973e-06	2.02645058374526e-05	0	6	4.61386076157959	"biological_process"	"organic substance metabolic process"	"carbohydrate derivative biosynthetic process"	"Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901265"	40819	6224	3682	970	13819	1608	2	"false"	3.04237336320739e-39	2.07993025119275e-37	0	4	6.38429746133882	"molecular_function"	"organic cyclic compound binding"	"nucleoside phosphate binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901293"	40819	359	3682	97	6718	542	4	"false"	8.72381002932141e-29	4.02768112392696e-27	0	31	5.38776929878399	"biological_process"	"cellular process"	"nucleoside phosphate biosynthetic process"	"Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901363"	40819	13785	3682	1607	20298	2101	1	"false"	5.09524879633521e-20	1.58891311148874e-18	0	2	4.44382703557933	"molecular_function"	"NA"	"heterocyclic compound binding"	"Q00423,Q43463,P0CG89,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39839,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901564"	40819	9532	3682	1283	19204	1941	2	"false"	8.86925818736928e-54	9.85319151753056e-52	0	4	2.27383870717562	"biological_process"	"nitrogen compound metabolic process"	"organonitrogen compound metabolic process"	"P04670,O04104,P24099,O82560,P50346,Q42806,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901566"	40819	2542	3682	653	14596	1542	2	"false"	2.10742720939176e-133	8.32433747709745e-131	0	7	3.44922936734569	"biological_process"	"nitrogen compound metabolic process"	"organonitrogen compound biosynthetic process"	"P24099,O82560,P50346,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901575"	40819	2378	3682	314	19460	1972	2	"false"	1.7993257656548e-07	2.17571533908259e-06	0	4	3.32600647327295	"biological_process"	"catabolic process"	"organic substance catabolic process"	"P04670,O04104,Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901576"	40819	7996	3682	939	19375	1960	2	"false"	2.21347688281622e-10	3.91488075542868e-09	0	4	2.51679526574439	"biological_process"	"biosynthetic process"	"organic substance biosynthetic process"	"Q00423,P24099,O82560,P50346,Q10370,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1901607"	40819	294	3682	70	527	105	2	"false"	0.00781696909863669	0.0330431928010148	2.23921877967436e-156	26	5.9579547682091	"biological_process"	"cellular process"	"alpha-amino acid biosynthetic process"	"P24099,O82560"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1902275"	40819	59	3682	14	577	82	2	"false"	0.0270286843314204	0.0933789823111755	3.68428744297819e-82	13	5.7103201968866	"biological_process"	"regulation of biological process"	"regulation of chromatin organization"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1902578"	40819	2196	3682	370	16907	2249	2	"false"	1.98065747099525e-07	2.35888365879947e-06	0	3	2.73709743674804	"biological_process"	"localization"	"single-organism localization"	"Q948P5,Q948P6,P16313,P19976,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1902679"	40819	259	3682	52	4012	147	5	"false"	9.85829710748529e-27	4.12308779024826e-25	0	51	5.66614897857346	"biological_process"	"regulation of biological process"	"negative regulation of RNA biosynthetic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1902680"	40819	815	3682	43	3977	151	5	"false"	0.0106472565118908	0.0431104748288975	0	51	5.5173033509759	"biological_process"	"regulation of biological process"	"positive regulation of RNA biosynthetic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1903507"	40819	259	3682	52	3889	132	3	"false"	9.13633882343043e-29	4.16406211760195e-27	0	54	5.67857149857202	"biological_process"	"regulation of biological process"	"negative regulation of nucleic acid-templated transcription"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1903508"	40819	815	3682	43	3889	132	3	"false"	0.00102561781103521	0.00567040640471255	0	54	5.52799864009264	"biological_process"	"regulation of biological process"	"positive regulation of nucleic acid-templated transcription"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1905268"	40819	36	3682	14	539	82	3	"false"	0.000280342232040544	0.00183201587298554	5.65565566954626e-57	19	6.8417223083777	"biological_process"	"regulation of biological process"	"negative regulation of chromatin organization"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:1990904"	40819	1442	3682	509	5141	1139	1	"false"	4.29521915739092e-43	3.05390082090494e-41	0	2	5.87854799060469	"cellular_component"	"NA"	"ribonucleoprotein complex"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:2000113"	40819	318	3682	61	6024	621	4	"false"	7.4730111998263e-07	8.1271580566067e-06	0	30	5.14061720741778	"biological_process"	"regulation of biological process"	"negative regulation of cellular macromolecule biosynthetic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:2001251"	40819	67	3682	14	1171	109	3	"false"	0.00227737811803281	0.0113868905901641	6.37705468042222e-111	16	6.00881318544259	"biological_process"	"regulation of biological process"	"negative regulation of chromosome organization"	"Q00423,Q10370"
